date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:56:18	101448/101448	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22bc5ed42424a08eff9535f4243bb7154c%22	https://www.housesunday.ca/%22https://www.instagram.com/reel/CyQtd17RcIK/embed/%22></iframe>%22	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/_https_/www.instagram.com/reel/CyQtd17RcIK/embed/___/iframe__.25.delayed	(from https://www.housesunday.ca/)
14:56:20	101448/101448	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22bc5ed42424a08eff9535f4243bb7154c%22	https://www.housesunday.ca/%22https://www.instagram.com/reel/CyMfSVvxwWK/embed/%22></iframe>%22	C:/My%20Web%20Sites/housesunday.ca/www.housesunday.ca/_https_/www.instagram.com/reel/CyMfSVvxwWK/embed/___/iframe__.26.delayed	(from https://www.housesunday.ca/)
14:56:21	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:21	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:21	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:22	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:22	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:22	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:23	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:23	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:23	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:23	263943/263943	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2005%20Aug%202024%2006:56:22%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.9a3ef7a66ff173d82888c0103a031698.js	C:/My%20Web%20Sites/housesunday.ca/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.9a3ef7a66ff173d82888c0103a031698.js	(from https://www.housesunday.ca/)
14:56:23	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:23	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:23	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:24	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:24	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:24	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:24	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:24	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20May%206394%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/housesunday.ca/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:25	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:25	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20May%206394%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/housesunday.ca/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.3a.delayed	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:26	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:26	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20May%206394%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/housesunday.ca/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:26	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:27	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20May%206394%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/housesunday.ca/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:27	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/housesunday.ca/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
14:56:27	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20May%206394%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/housesunday.ca/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5faeead12624f40e727b2f4a/55/5c5a519771c10ba3470d8101/5faeead22624f40e727b2f64/1550/site.css)
